aX,aY,aZ,gX,gY,gZ
0.120,1.347,-1.230,10.132,114.075,-35.339
0.214,1.292,-1.178,11.841,107.666,-44.250
0.245,1.253,-1.157,14.099,100.281,-46.997
0.256,1.226,-1.090,18.921,90.271,-50.110
0.227,1.163,-1.058,29.053,82.581,-52.002
0.228,1.085,-1.045,40.283,75.684,-51.758
0.229,1.004,-1.012,45.044,69.763,-47.974
0.217,0.973,-1.000,44.678,66.467,-39.673
0.249,0.936,-0.974,44.556,62.683,-33.691
0.223,0.918,-0.943,42.114,56.641,-31.189
0.173,0.888,-0.955,42.419,54.688,-33.752
0.197,0.804,-0.915,48.035,47.241,-39.185
0.135,0.723,-0.870,51.819,37.415,-44.861
0.086,0.675,-0.830,53.894,32.715,-42.786
0.050,0.618,-0.783,54.077,31.738,-39.673
0.011,0.578,-0.764,53.345,34.180,-33.386
0.027,0.567,-0.745,52.979,36.926,-25.696
0.028,0.562,-0.720,49.377,37.292,-22.278
0.013,0.561,-0.687,45.471,35.889,-23.560
0.005,0.552,-0.653,44.128,32.898,-25.452
-0.004,0.531,-0.625,44.250,30.640,-27.405
-0.026,0.516,-0.596,45.715,28.137,-26.550
-0.039,0.500,-0.566,46.814,26.611,-23.743
-0.046,0.483,-0.540,47.363,26.306,-20.569
-0.052,0.476,-0.520,46.814,25.696,-17.883
-0.059,0.478,-0.512,44.922,24.841,-15.076
-0.064,0.494,-0.509,41.016,23.987,-12.268
-0.081,0.517,-0.498,36.255,22.644,-9.521
-0.108,0.543,-0.489,32.410,20.081,-8.301
-0.142,0.574,-0.491,30.212,17.334,-8.423
-0.175,0.591,-0.491,29.419,14.893,-10.071
-0.200,0.590,-0.498,29.480,13.672,-12.146
-0.221,0.583,-0.488,28.748,12.634,-13.611
-0.254,0.574,-0.470,27.344,12.451,-13.733
-0.281,0.573,-0.463,25.208,13.184,-12.573
-0.301,0.574,-0.463,22.888,14.648,-11.047
-0.305,0.578,-0.468,20.691,16.235,-9.888
-0.302,0.591,-0.480,19.043,17.212,-8.972
-0.307,0.614,-0.478,17.700,16.663,-9.216
-0.328,0.629,-0.466,17.883,14.709,-11.108
-0.364,0.626,-0.448,18.127,12.451,-15.442
-0.400,0.618,-0.436,18.494,11.475,-19.592
-0.423,0.609,-0.431,19.226,11.658,-21.484
-0.438,0.605,-0.435,18.738,13.611,-20.996
-0.442,0.595,-0.445,15.564,16.663,-20.386
-0.446,0.590,-0.449,11.353,20.020,-19.592
-0.429,0.599,-0.460,6.287,23.560,-18.799
-0.396,0.616,-0.492,2.747,28.076,-16.907
-0.355,0.644,-0.520,-0.549,31.860,-14.038

-0.695,1.113,-0.792,3.052,14.832,-40.710
-0.651,1.205,-0.824,5.615,20.142,-45.288
-0.594,1.317,-0.877,9.216,25.696,-48.828
-0.537,1.441,-0.925,13.672,30.396,-54.016
-0.462,1.569,-0.966,19.714,32.410,-60.730
-0.393,1.690,-1.033,30.334,33.691,-67.810
-0.318,1.781,-1.097,43.335,33.813,-74.097
-0.216,1.853,-1.143,58.716,33.997,-76.721
-0.097,1.904,-1.176,74.341,35.645,-75.623
0.042,1.945,-1.209,89.233,37.903,-70.007
0.180,1.979,-1.240,102.234,39.734,-59.265
0.300,2.002,-1.269,113.953,40.344,-45.166
0.400,1.990,-1.283,125.000,39.612,-31.738
0.491,1.939,-1.285,137.695,36.865,-19.714
0.567,1.842,-1.286,152.405,32.959,-8.301
0.638,1.697,-1.275,168.701,27.405,2.441
0.726,1.522,-1.256,183.899,21.973,13.855
0.870,1.325,-1.217,196.594,16.785,23.621
1.097,1.081,-1.178,205.627,10.986,31.189
1.319,0.789,-1.218,210.632,3.235,40.833
1.463,0.500,-1.225,206.238,-13.855,53.589
1.507,0.229,-1.178,192.810,-41.504,64.453
1.521,-0.036,-1.008,176.392,-75.500,66.589
1.503,-0.300,-0.866,167.725,-109.619,64.270
1.407,-0.525,-0.779,158.875,-135.193,64.087
1.252,-0.667,-0.742,136.597,-151.062,74.280
1.180,-0.822,-0.622,105.225,-165.100,86.609
0.975,-1.057,-0.515,76.721,-174.988,91.980
0.784,-1.347,-0.398,60.852,-183.105,93.689
0.619,-1.638,-0.249,55.969,-195.496,90.820
0.431,-1.913,-0.082,54.626,-213.989,74.219
0.211,-2.149,0.054,49.255,-232.910,47.424
0.021,-2.307,0.170,33.325,-248.230,21.057
-0.141,-2.360,0.247,7.141,-256.104,1.221
-0.302,-2.295,0.255,-26.917,-257.324,-11.963
-0.515,-2.088,0.218,-62.927,-252.563,-21.179
-0.700,-1.844,0.158,-96.985,-242.310,-29.846
-0.831,-1.639,0.066,-124.634,-227.783,-38.879
-0.970,-1.451,-0.155,-144.470,-210.205,-44.678
-1.149,-1.225,-0.408,-160.583,-192.749,-47.302
-1.336,-0.960,-0.668,-175.354,-175.354,-49.744
-1.483,-0.663,-0.936,-187.378,-155.640,-51.880
-1.590,-0.343,-1.191,-195.007,-135.254,-53.589
-1.678,-0.008,-1.459,-191.895,-115.417,-56.091
-1.738,0.341,-1.670,-183.777,-98.267,-60.364
-1.765,0.704,-1.800,-172.791,-83.191,-64.026
-1.735,1.081,-1.861,-157.959,-66.101,-65.735
-1.661,1.460,-1.896,-140.991,-43.091,-61.462
-1.535,1.832,-1.932,-128.052,-16.296,-52.185
-1.361,2.188,-1.972,-123.779,7.812,-39.856
-1.270,2.469,-1.995,-130.188,30.640,-28.381
-1.102,2.696,-1.931,-137.146,47.729,-21.179
-0.989,2.762,-1.564,-133.789,55.847,-12.146
-1.205,2.867,-1.833,-111.877,95.642,16.418
-0.929,2.665,-1.752,-94.788,116.211,30.701
-0.894,2.503,-1.670,-70.313,109.253,31.860
-0.750,2.274,-1.525,-50.476,106.995,30.273
-0.636,2.061,-1.363,-42.664,99.976,15.198
-0.513,1.791,-1.211,-32.898,98.145,-8.301
-0.411,1.587,-1.123,-16.602,98.022,-24.963
-0.300,1.470,-1.046,-6.714,98.083,-31.494
-0.217,1.428,-0.975,-10.071,100.220,-32.166
-0.153,1.383,-0.897,-20.203,106.995,-30.884
-0.084,1.423,-0.941,-34.119,124.512,-25.452
0.029,1.442,-1.194,-33.325,144.409,-24.597
0.283,1.262,-1.043,-16.724,121.033,-36.194
0.243,1.278,-1.004,-11.719,98.999,-38.391
0.259,1.246,-0.896,-9.888,89.111,-43.335
0.263,1.175,-0.861,-8.728,81.360,-50.171
0.214,1.059,-0.887,1.892,82.092,-54.565
0.201,0.928,-0.873,9.277,77.332,-56.091
0.189,0.831,-0.826,10.132,72.632,-52.795
0.187,0.812,-0.800,12.085,71.899,-45.959
0.192,0.791,-0.783,20.142,69.458,-41.687
0.185,0.770,-0.753,32.104,60.913,-38.574
0.180,0.758,-0.724,35.645,52.795,-35.767
0.175,0.726,-0.698,35.217,47.302,-37.048
0.160,0.702,-0.676,35.034,41.931,-38.513
0.122,0.687,-0.665,32.776,36.804,-41.138
0.093,0.691,-0.661,34.790,30.396,-42.847
0.145,0.625,-0.620,39.795,22.156,-46.814
0.099,0.588,-0.614,43.457,16.602,-47.302
0.075,0.569,-0.613,47.058,15.564,-40.527
0.067,0.559,-0.604,46.814,13.977,-33.875
0.057,0.497,-0.576,40.710,14.160,-32.410
0.030,0.472,-0.570,36.621,13.977,-28.076
0.030,0.466,-0.549,33.081,12.146,-21.790
0.016,0.473,-0.545,27.344,11.230,-16.541
-0.001,0.492,-0.556,22.522,10.864,-11.719
-0.005,0.498,-0.560,21.362,8.972,-9.094
-0.010,0.497,-0.532,18.860,5.005,-7.690
-0.053,0.477,-0.560,17.578,6.958,-7.935
-0.047,0.465,-0.561,22.461,4.822,-4.150
-0.064,0.448,-0.570,24.353,3.479,-1.343
-0.074,0.436,-0.557,22.766,2.747,0.244
-0.081,0.430,-0.551,19.531,2.380,2.747
-0.092,0.422,-0.550,15.198,2.808,4.578
-0.105,0.431,-0.549,10.193,2.930,7.019
-0.114,0.447,-0.563,5.920,2.625,8.972
-0.126,0.469,-0.568,2.136,1.465,9.644
-0.144,0.502,-0.562,-0.916,-1.160,8.850
-0.170,0.533,-0.560,-1.038,-4.089,7.690
-0.193,0.551,-0.570,0.549,-5.676,5.859
-0.216,0.554,-0.571,1.709,-6.897,4.822
-0.232,0.560,-0.567,1.831,-7.141,4.639
-0.245,0.569,-0.572,1.404,-5.920,5.432
-0.248,0.581,-0.573,-0.549,-4.700,7.202
-0.247,0.608,-0.583,-2.625,-3.296,9.705
-0.242,0.629,-0.597,-4.822,-2.258,11.292
-0.238,0.646,-0.604,-7.202,-1.709,12.085
-0.241,0.680,-0.610,-8.911,-1.892,13.000
-0.250,0.721,-0.621,-9.583,-1.831,14.160
-0.260,0.748,-0.626,-9.216,-1.953,14.160
-0.268,0.763,-0.637,-6.836,-2.441,13.489
-0.278,0.762,-0.641,-5.127,-3.052,12.390
-0.292,0.757,-0.630,-3.662,-3.662,11.108
-0.301,0.750,-0.635,-2.075,-3.235,10.315
-0.302,0.742,-0.642,-1.953,-2.136,10.071
-0.309,0.750,-0.633,-4.272,-1.160,10.132

-0.574,1.189,-0.934,-16.296,17.639,-52.917
-0.554,1.254,-1.004,-12.451,20.264,-56.580
-0.538,1.324,-1.038,-7.874,20.691,-62.622
-0.512,1.378,-1.073,0.549,20.020,-71.289
-0.487,1.410,-1.090,10.742,19.775,-81.177
-0.454,1.445,-1.078,20.447,19.897,-88.684
-0.414,1.490,-1.087,30.701,22.156,-89.294
-0.357,1.567,-1.144,39.124,27.893,-83.923
-0.279,1.626,-1.174,45.898,33.325,-81.238
-0.212,1.676,-1.206,56.702,36.560,-79.712
-0.125,1.721,-1.242,72.998,39.307,-77.271
-0.013,1.735,-1.281,92.407,40.833,-74.951
0.081,1.704,-1.308,108.826,40.649,-71.716
0.175,1.637,-1.293,119.446,38.940,-67.444
0.280,1.559,-1.268,125.793,37.354,-61.951
0.387,1.470,-1.241,130.920,36.133,-56.152
0.508,1.364,-1.218,135.437,34.180,-48.950
0.636,1.235,-1.198,137.939,33.203,-39.429
0.782,1.075,-1.124,135.864,33.875,-26.306
0.960,0.932,-1.047,133.179,37.537,-8.606
1.173,0.767,-0.968,127.930,42.542,11.780
1.394,0.628,-0.910,120.850,45.837,36.377
1.543,0.553,-0.873,117.188,42.419,64.331
1.655,0.510,-0.841,119.446,31.189,88.867
1.717,0.415,-0.880,128.845,16.113,103.760
1.716,0.250,-0.884,138.550,-3.906,107.605
1.696,0.060,-0.786,141.968,-34.058,100.342
1.619,-0.151,-0.669,149.048,-68.848,85.571
1.539,-0.378,-0.523,153.992,-103.638,66.589
1.406,-0.620,-0.446,154.785,-132.690,49.072
1.291,-0.857,-0.360,147.339,-157.715,39.978
1.141,-1.029,-0.261,124.207,-179.138,43.945
0.947,-1.207,-0.151,90.027,-190.613,46.265
0.697,-1.367,-0.105,56.824,-195.618,48.950
0.444,-1.487,-0.073,30.029,-195.984,54.749
0.230,-1.524,-0.077,6.287,-190.857,62.683
0.026,-1.505,-0.128,-13.000,-182.129,69.092
-0.131,-1.427,-0.193,-27.466,-175.964,69.641
-0.311,-1.365,-0.278,-35.828,-176.941,60.974
-0.532,-1.349,-0.374,-40.466,-186.584,41.748
-0.774,-1.361,-0.481,-44.983,-199.829,15.808
-1.059,-1.369,-0.589,-52.795,-210.571,-10.254
-1.359,-1.318,-0.685,-67.688,-212.219,-30.701
-1.631,-1.189,-0.796,-88.745,-200.317,-41.321
-1.824,-0.972,-0.908,-112.305,-174.561,-42.297
-1.976,-0.710,-1.021,-134.155,-141.296,-35.156
-2.054,-0.410,-1.054,-156.555,-107.544,-22.583
-2.028,-0.082,-1.033,-173.340,-76.843,-9.827
-1.951,0.239,-1.068,-180.115,-48.279,-2.563
-1.864,0.566,-1.100,-180.176,-26.367,-1.099
-1.789,0.891,-1.088,-177.185,-12.390,-2.502
-1.722,1.172,-1.064,-171.082,-1.770,-6.226
-1.656,1.387,-1.064,-161.438,10.254,-8.911
-1.563,1.539,-1.076,-152.405,24.902,-7.935
-1.457,1.653,-1.101,-146.790,39.917,-2.991
-1.362,1.776,-1.125,-142.273,53.833,5.493
-1.258,1.909,-1.156,-136.719,65.613,15.076
-1.180,2.024,-1.205,-128.052,75.256,22.339
-1.117,2.081,-1.242,-114.502,81.665,24.597
-1.099,2.046,-1.266,-96.069,84.656,20.752
-1.040,1.928,-1.186,-78.003,84.167,13.367
-1.038,1.803,-1.239,-58.594,98.022,12.268
-0.937,1.644,-1.219,-47.302,100.281,5.005
-0.850,1.494,-1.159,-41.809,102.173,-3.052
-0.762,1.403,-1.115,-39.795,102.722,-10.925
-0.649,1.371,-1.110,-34.485,105.591,-15.137
-0.507,1.393,-1.118,-28.503,107.544,-19.104
-0.369,1.413,-1.119,-21.973,106.079,-26.855
-0.248,1.430,-1.101,-14.648,100.891,-35.095
-0.166,1.470,-1.133,-11.292,98.083,-37.170
-0.091,1.427,-1.116,-5.493,95.764,-49.500
-0.042,1.381,-1.102,6.165,88.257,-59.021
-0.009,1.349,-1.081,16.846,84.167,-60.059
0.034,1.299,-1.038,25.757,79.346,-60.303
0.074,1.241,-1.013,28.076,74.585,-58.594
0.105,1.229,-1.013,31.860,73.303,-53.833
0.116,1.240,-1.018,37.659,69.397,-47.241
0.128,1.252,-1.012,42.786,63.721,-44.556
0.131,1.216,-0.993,44.922,56.580,-47.485
0.119,1.160,-0.985,48.523,49.194,-53.955
0.118,1.100,-0.950,52.734,39.734,-57.678
0.113,1.051,-0.923,55.481,32.959,-58.777
0.110,0.998,-0.902,58.167,28.137,-56.396
0.110,0.957,-0.875,59.753,25.513,-51.514
0.111,0.918,-0.841,61.707,23.987,-46.387
0.128,0.876,-0.826,66.284,22.888,-41.748
0.129,0.835,-0.796,69.763,19.592,-38.269
0.128,0.790,-0.739,71.960,14.282,-35.828
0.117,0.722,-0.692,71.716,10.437,-35.706
0.109,0.638,-0.655,69.763,8.850,-36.133
0.114,0.572,-0.614,68.176,6.287,-33.447
0.114,0.531,-0.571,64.331,4.517,-27.466
0.108,0.510,-0.527,58.289,2.747,-21.484
0.105,0.484,-0.497,52.368,1.038,-17.212
0.100,0.459,-0.474,47.058,-1.343,-13.977
0.077,0.441,-0.439,41.504,-3.723,-11.536
0.057,0.434,-0.411,37.598,-5.737,-9.705
0.035,0.436,-0.398,35.706,-6.958,-8.057
0.007,0.425,-0.388,33.508,-8.057,-7.507
-0.022,0.415,-0.365,30.518,-9.705,-7.690
-0.043,0.402,-0.356,28.259,-11.169,-7.812
-0.058,0.399,-0.359,26.062,-11.353,-7.019
-0.085,0.404,-0.341,22.400,-11.658,-4.883
-0.099,0.408,-0.331,19.348,-11.047,-2.869
-0.114,0.405,-0.329,15.991,-9.094,-1.770
-0.126,0.410,-0.324,10.193,-7.507,-0.732
-0.141,0.445,-0.337,3.540,-5.554,1.770
-0.150,0.496,-0.366,-1.343,-4.028,5.188
-0.166,0.546,-0.380,-5.066,-4.089,6.836
-0.188,0.590,-0.401,-6.714,-4.822,7.263
-0.203,0.620,-0.428,-6.592,-5.249,6.836
-0.218,0.642,-0.449,-6.836,-4.883,6.409
-0.226,0.662,-0.474,-7.141,-4.272,6.897
-0.233,0.689,-0.505,-7.141,-3.906,8.545
-0.254,0.721,-0.523,-7.202,-3.723,10.132
-0.269,0.737,-0.531,-5.981,-2.991,10.864
-0.276,0.741,-0.547,-4.822,-1.831,10.498
-0.281,0.733,-0.565,-4.700,-0.305,10.620
-0.288,0.726,-0.563,-6.287,0.854,11.292

0.658,1.244,-0.734,84.717,8.545,-10.254
0.769,1.184,-0.767,90.759,-0.488,-2.380
0.847,1.104,-0.766,94.666,-10.376,6.592
0.893,1.004,-0.747,97.473,-20.874,15.564
0.925,0.883,-0.731,99.854,-30.090,24.841
0.961,0.757,-0.724,100.586,-37.720,34.363
0.993,0.633,-0.702,98.328,-44.495,44.861
1.044,0.509,-0.661,93.933,-50.720,56.213
1.117,0.374,-0.614,89.478,-56.274,68.176
1.188,0.230,-0.567,84.717,-62.195,80.750
1.277,0.074,-0.500,81.604,-70.190,93.018
1.354,-0.077,-0.418,77.820,-83.191,104.309
1.399,-0.253,-0.343,71.899,-98.694,109.985
1.396,-0.460,-0.288,64.026,-116.028,109.436
1.344,-0.646,-0.298,57.434,-134.705,109.863
1.227,-0.795,-0.323,49.744,-154.663,112.122
1.066,-0.922,-0.326,39.063,-174.072,114.441
0.862,-1.056,-0.350,30.518,-188.843,113.647
0.620,-1.207,-0.402,25.940,-199.219,107.788
0.371,-1.387,-0.414,23.132,-211.487,94.604
0.109,-1.585,-0.393,19.653,-224.731,73.975
-0.188,-1.756,-0.384,10.925,-236.450,48.157
-0.495,-1.877,-0.404,-4.333,-240.601,23.071
-0.776,-1.913,-0.456,-27.710,-235.779,4.028
-1.075,-1.849,-0.583,-57.678,-221.802,-5.859
-1.356,-1.681,-0.759,-89.966,-201.416,-11.292
-1.589,-1.460,-0.977,-117.126,-178.101,-18.372
-1.790,-1.222,-1.189,-138.184,-154.541,-29.297
-1.934,-0.961,-1.381,-156.128,-131.348,-40.466
-2.044,-0.667,-1.532,-169.739,-108.765,-48.279
-2.147,-0.343,-1.609,-180.481,-88.318,-51.453
-2.208,-0.021,-1.593,-190.430,-68.054,-53.650
-2.187,0.264,-1.549,-197.815,-43.274,-56.519
-2.105,0.537,-1.541,-203.674,-15.259,-54.993
-2.026,0.834,-1.525,-210.022,10.437,-47.485
-1.932,1.159,-1.488,-214.844,33.691,-39.185
-1.789,1.464,-1.531,-215.332,56.641,-32.959
-1.638,1.746,-1.621,-211.487,75.317,-26.794
-1.767,2.016,-1.726,-202.698,85.938,-21.851
-1.459,2.223,-1.617,-184.814,87.036,-21.729
-1.397,2.358,-1.836,-163.269,110.535,-16.663
-1.221,2.367,-1.735,-149.231,109.009,-26.611
-1.345,2.438,-1.887,-124.207,120.850,-28.503
-1.123,2.426,-1.817,-96.985,119.141,-28.687
-1.114,2.370,-1.817,-71.289,120.300,-36.133
-1.010,2.245,-1.710,-50.110,117.126,-51.331
-0.872,2.116,-1.659,-30.884,118.225,-65.369
-0.747,1.996,-1.655,-14.282,120.056,-74.524
-0.636,1.923,-1.582,-4.089,118.835,-76.538
-0.477,1.875,-1.512,1.343,121.277,-74.097
-0.332,1.819,-1.498,3.723,129.150,-70.374
-0.188,1.749,-1.450,1.465,136.353,-66.772
-0.175,1.750,-1.538,7.996,144.531,-60.974
-0.006,1.638,-1.427,21.179,137.817,-63.721
-0.029,1.652,-1.432,33.569,127.808,-63.843
0.031,1.530,-1.356,43.518,119.446,-68.176
-0.087,1.437,-1.350,50.659,106.201,-81.543
-0.051,1.302,-1.292,64.941,99.854,-86.243
-0.056,1.176,-1.256,75.806,93.384,-86.304
-0.049,1.096,-1.249,83.374,91.370,-81.238
-0.025,1.047,-1.242,90.637,92.102,-74.768
0.033,1.003,-1.233,101.013,91.187,-72.144
0.115,0.972,-1.192,109.192,87.036,-70.496
0.193,0.935,-1.138,114.136,82.703,-70.679
0.266,0.895,-1.094,121.033,78.003,-68.359
0.340,0.869,-1.025,127.563,71.045,-63.416
0.402,0.834,-0.947,132.202,63.416,-58.105
0.472,0.791,-0.870,134.399,56.641,-52.979
0.539,0.739,-0.806,134.949,50.049,-46.631
0.597,0.689,-0.754,134.705,42.969,-36.926
0.656,0.659,-0.702,135.071,34.058,-23.315
0.696,0.608,-0.646,134.338,23.621,-10.742
0.716,0.543,-0.566,131.348,11.169,-3.113
0.723,0.470,-0.476,128.845,-3.540,0.488
0.709,0.408,-0.436,127.319,-18.372,3.174
0.692,0.306,-0.383,124.146,-33.997,2.686
0.670,0.180,-0.303,119.812,-52.612,3.906
0.606,0.146,-0.294,113.770,-64.697,15.381
0.581,0.071,-0.216,99.243,-75.806,23.437
0.478,-0.040,-0.187,84.229,-82.642,23.926
0.447,-0.097,-0.198,77.759,-87.646,31.250
0.431,-0.090,-0.227,70.984,-94.421,41.931
0.415,-0.078,-0.254,65.918,-102.966,48.584
0.385,-0.051,-0.262,62.622,-115.662,50.964
0.359,-0.041,-0.259,59.570,-129.517,47.791
0.312,-0.076,-0.250,56.641,-143.005,40.039
0.248,-0.116,-0.243,52.612,-153.320,35.706
0.192,-0.146,-0.264,48.889,-159.363,36.560
0.155,-0.179,-0.274,41.748,-163.757,38.452
0.106,-0.200,-0.289,30.151,-166.687,41.016
0.045,-0.208,-0.286,15.259,-169.739,42.542
-0.019,-0.215,-0.278,0.793,-173.401,40.161
-0.072,-0.237,-0.303,-9.521,-177.795,34.729
-0.133,-0.272,-0.363,-17.822,-182.983,28.198
-0.207,-0.301,-0.418,-25.635,-190.491,22.400
-0.314,-0.300,-0.446,-35.095,-199.036,17.090
-0.451,-0.271,-0.464,-45.471,-204.407,9.827
-0.635,-0.223,-0.486,-53.711,-205.872,-0.732
-0.848,-0.170,-0.523,-61.523,-202.026,-16.418
-0.991,-0.174,-0.542,-70.435,-189.941,-36.072
-1.054,-0.217,-0.588,-79.224,-171.021,-50.293
-1.055,-0.218,-0.687,-90.149,-149.414,-53.284
-1.046,-0.153,-0.794,-104.370,-129.089,-51.514
-1.039,-0.027,-0.876,-117.981,-113.403,-53.772
-1.004,0.119,-0.947,-126.282,-99.365,-61.646
-0.972,0.250,-1.059,-127.991,-84.106,-70.984
-0.945,0.375,-1.170,-128.479,-69.275,-78.247
-0.904,0.476,-1.234,-130.005,-57.373,-84.167
-0.870,0.536,-1.238,-130.432,-46.936,-90.332
-0.812,0.569,-1.215,-128.113,-36.621,-95.703
-0.752,0.614,-1.207,-125.366,-24.963,-97.900
-0.680,0.697,-1.208,-124.634,-12.390,-96.375
-0.618,0.815,-1.217,-125.000,0.916,-91.125
-0.535,0.932,-1.234,-123.840,13.428,-84.717
-0.421,0.999,-1.222,-120.422,23.621,-79.895
-0.478,1.073,-1.303,-117.188,32.898,-74.463
-0.403,1.120,-1.315,-109.497,48.096,-68.420
-0.312,1.154,-1.279,-100.708,45.959,-70.557
-0.225,1.145,-1.191,-88.501,46.753,-71.777

-0.166,1.280,-1.284,-60.120,63.965,-55.664
-0.130,1.329,-1.307,-55.481,70.679,-49.744
-0.074,1.341,-1.287,-47.729,72.693,-50.171
0.024,1.344,-1.272,-34.912,71.472,-49.316
0.072,1.373,-1.285,-23.682,71.411,-42.542
0.122,1.359,-1.229,-16.479,67.200,-38.208
0.169,1.309,-1.177,-8.240,62.805,-35.461
0.230,1.263,-1.127,1.831,59.326,-29.541
0.252,1.225,-1.072,7.019,56.824,-22.034
0.165,1.231,-1.101,4.700,61.401,-13.977
0.307,1.121,-1.001,6.042,64.697,-7.568
0.303,1.059,-0.981,2.930,60.852,-4.028
0.320,1.010,-0.942,3.662,60.242,-2.014
0.326,0.980,-0.933,10.559,57.617,1.953
0.327,0.929,-0.938,16.541,52.673,5.249
0.322,0.871,-0.901,18.372,45.593,7.019
0.312,0.807,-0.848,19.104,38.025,6.409
0.291,0.751,-0.813,21.118,31.616,4.272
0.258,0.713,-0.795,24.048,26.794,3.052
0.229,0.687,-0.780,25.574,22.705,3.052
0.203,0.663,-0.771,25.879,19.714,3.540
0.176,0.636,-0.761,24.841,17.578,4.333
0.152,0.610,-0.744,23.071,15.930,5.005
0.139,0.604,-0.733,21.423,14.526,6.409
0.118,0.601,-0.733,20.996,13.184,7.629
0.092,0.589,-0.728,21.484,10.986,6.775
0.067,0.564,-0.723,22.095,7.874,4.639
0.036,0.549,-0.725,22.034,5.005,3.235
0.007,0.537,-0.711,21.118,2.502,1.953
-0.016,0.532,-0.719,20.996,1.282,0.977
-0.033,0.528,-0.723,20.752,0.305,0.000
-0.058,0.521,-0.724,20.691,-0.732,-0.732
-0.072,0.510,-0.718,20.569,-1.282,-1.953
-0.085,0.498,-0.708,19.653,-1.038,-3.113
-0.092,0.496,-0.707,18.677,0.427,-2.014
-0.093,0.499,-0.718,17.944,2.441,0.183
-0.089,0.498,-0.725,17.395,3.540,2.197
-0.092,0.495,-0.725,16.296,2.991,3.052
-0.101,0.482,-0.721,15.564,1.892,2.686
-0.113,0.474,-0.717,14.221,0.488,2.136
-0.128,0.472,-0.716,12.512,-0.305,2.563
-0.135,0.473,-0.716,10.681,-0.061,3.235
-0.138,0.483,-0.725,8.545,0.732,4.333
-0.139,0.495,-0.725,6.775,1.221,5.005
-0.138,0.505,-0.731,5.554,1.343,5.005
-0.134,0.513,-0.727,5.066,1.709,4.822
-0.131,0.516,-0.732,4.761,2.014,4.700
-0.130,0.526,-0.729,3.540,2.686,5.310
-0.135,0.545,-0.725,2.197,3.418,6.104
-0.132,0.554,-0.727,2.136,4.578,6.470
-0.134,0.559,-0.736,1.709,5.310,6.409
-0.130,0.568,-0.742,0.854,5.371,6.714
-0.130,0.580,-0.743,0.061,5.310,7.507
-0.132,0.605,-0.753,-0.549,5.249,8.423
-0.137,0.622,-0.761,0.183,5.310,8.301
-0.145,0.629,-0.766,1.648,4.883,7.202
-0.151,0.624,-0.765,3.235,4.517,5.859
-0.157,0.615,-0.756,3.906,4.639,4.883
-0.156,0.614,-0.760,4.700,5.554,4.761
-0.155,0.617,-0.762,4.700,5.920,5.188
-0.154,0.619,-0.764,3.967,6.531,5.310
-0.156,0.618,-0.765,2.930,6.714,4.883
-0.154,0.618,-0.757,1.709,6.470,4.150
-0.155,0.623,-0.751,0.488,6.409,3.296
-0.153,0.634,-0.752,-0.366,6.958,3.235
-0.147,0.651,-0.762,-0.427,7.690,4.211
-0.137,0.657,-0.765,0.427,7.568,4.456
-0.137,0.658,-0.758,1.587,5.798,3.479
-0.144,0.649,-0.754,2.930,3.845,1.465
-0.156,0.634,-0.745,3.723,2.441,0.183
-0.165,0.625,-0.741,3.967,2.258,0.244
-0.166,0.625,-0.746,3.540,3.845,1.099
-0.158,0.634,-0.750,3.235,5.066,1.953
-0.153,0.638,-0.757,3.357,5.554,2.380
-0.150,0.634,-0.762,3.662,5.493,2.380
-0.152,0.628,-0.756,3.540,4.639,1.587
-0.156,0.620,-0.752,3.784,3.906,1.221
-0.158,0.615,-0.749,3.906,3.906,1.282
-0.156,0.612,-0.754,3.845,3.906,1.587
-0.158,0.607,-0.752,3.357,3.601,2.014
-0.158,0.609,-0.750,2.808,2.930,2.075
-0.164,0.607,-0.749,2.686,2.441,1.770
-0.172,0.605,-0.743,2.563,2.136,1.465
-0.173,0.597,-0.748,2.747,2.625,1.953
-0.169,0.599,-0.753,2.258,3.418,3.113
-0.171,0.613,-0.750,1.526,3.296,3.540
-0.172,0.619,-0.749,2.563,2.686,2.563
-0.178,0.612,-0.749,4.150,1.953,0.854
-0.181,0.605,-0.746,5.432,1.953,0.427
-0.182,0.599,-0.741,5.554,2.563,0.854
-0.178,0.594,-0.746,5.188,3.601,1.343
-0.171,0.592,-0.739,4.272,4.089,2.075
-0.172,0.593,-0.732,3.174,4.211,2.686
-0.171,0.593,-0.732,2.319,3.906,2.258
-0.175,0.590,-0.731,1.770,3.174,1.648
-0.182,0.589,-0.729,1.648,2.258,1.099
-0.193,0.592,-0.727,1.526,1.953,0.549
-0.195,0.597,-0.733,1.648,2.197,0.488
-0.194,0.598,-0.741,1.831,2.991,0.549
-0.188,0.608,-0.747,1.770,3.296,0.793
-0.192,0.614,-0.748,1.953,2.930,0.305
-0.195,0.617,-0.748,2.930,2.441,-0.488
-0.199,0.612,-0.749,3.906,2.258,-1.404
-0.203,0.603,-0.742,4.272,2.075,-2.258
-0.208,0.599,-0.740,4.333,2.319,-2.625
-0.214,0.596,-0.744,3.845,3.052,-2.991
-0.220,0.598,-0.747,3.113,3.479,-3.113
-0.225,0.600,-0.750,2.319,3.784,-3.357
-0.239,0.601,-0.746,1.160,3.540,-4.211
-0.262,0.609,-0.744,0.122,3.052,-5.859
-0.297,0.625,-0.745,-0.610,3.052,-7.690
